GeneID	ACF001	ACF002	ACF004	ACF005	ACF006	ACF007	ALI001	ALI002	ALI003	ALI004	ALI006	ALI007
ANKUB1	7.617976937	1.61985833	0	2.135937073	3.703503673	0	0	0	0	0	0	5.797777334
ANKZF1	48.77072	27.93942236	77.44226245	29.51334792	8.359495743	57.24821979	36.53406452	6.797626609	41.5538341	6.251238964	29.73480589	31.40467403
ANLN	4.332098552	2.501433144	0	3.131707612	0.222848344	0	0	0	0.825996289	0.421231081	2.337578507	6.600312325
ANO10	18.86102276	9.525027386	29.14014252	0.257633915	0.028154101	35.99554847	0	3.780756258	1.153389623	1.448692573	21.07021762	12.74567574
ANO1-AS2	7.562871775	0	0	0	0	0	0	0	0	0	0	0
ANO2	0	0.476880129	0	0	0	0	0	0	0	0	0	1.618269657
ANO4	0	0	1.210657854	0	0	0	0	0	0	0	0	0
ANO5	0	1.030062539	0.834071916	4.294610664	0	0	0	0.210022995	0	0.282637497	0	1.110000501
ANO6	0	9.699079185	2.7015406	6.056171343	14.26024596	0	9.614932473	3.014788026	0	1.376856577	6.03029431	5.327865846
ANO7	6.042310999	5.810921794	8.444277705	5.210003097	1.213361266	0	9.595378628	0	3.313853049	0	1.950562992	0.598286933
ANO8	9.384670072	0.018576632	0	0	3.433450909	9.918911487	0	1.007515823	3.193322511	3.547063751	6.341996091	2.713905613
ANO9	61.38903892	64.30657821	119.8123348	61.20443255	15.42830192	80.8467226	73.34767878	3.992464578	70.32324003	16.89621836	87.61537634	65.1650032
ANP32A	44.46617998	27.48172919	25.6484834	36.44339816	18.86619191	46.77771052	33.2912639	18.47382457	44.87207704	15.24585977	17.46602129	38.98056423
ANP32A-IT1	0	0	0	0	0	0	0	0	0	1.243023264	0	0
ANP32AP1	0	0	0	0	0	0	0	3.4308134	0	0	23.00044218	0
ANP32B	0.076742631	14.64376281	0	13.73657193	22.20712594	0	0	10.96078047	9.50106782	13.94203097	0	7.732220367
ANP32BP1	0	0	0	0	0	0	0	0	17.20341906	0	0	0
ANP32BP2	0	0	0	0	0	0	39.96138315	0	0	0	0	0
ANP32E	12.4340808	4.359627497	7.300926969	23.95436456	5.675394139	0	0	3.786801435	13.51767369	3.719124266	2.484950823	11.14832466
ANPEP	115.7572381	100.5491722	172.409804	125.7685105	19.09747105	121.4408868	214.9646562	8.974916706	132.8740459	22.86007058	128.3790411	118.2770486
ANTXR1	0	0	0.482213307	0	1.372996141	0	0	0.186805295	0.642829268	0	0	1.231092373
ANTXR2	0	3.366412865	0	1.315240038	0.594078834	2.261938894	6.171774182	0.588613218	5.783460621	0.54939351	3.517849277	2.936679733
ANTXRL	4.398914496	0	0	3.085969478	2.529248597	0	0	2.119786371	0	1.437787753	0	0
ANXA1	0.088701097	14.49981176	0	0	63.61810498	12.79447061	28.31288276	56.77331381	9.32681909	81.05864685	7.777682929	16.77085088
ANXA10	0	0	0	0	1.384590271	0	0	0	0	0	0	0
ANXA11	87.61632773	77.05485494	95.58612586	82.06021783	57.89366608	138.6552873	103.4660865	48.1439903	69.94619731	70.65733938	115.0436781	53.31180618
ANXA13	0	3.486109712	5.470492524	15.49280659	0	0	0	2.349572036	8.455197882	0	0	6.104554812
ANXA2	388.6596563	223.3009295	420.1146002	428.2294188	82.72446976	283.9430464	366.0285136	111.4446554	340.3563555	196.7341978	405.5935536	236.5148338
ANXA2P1	0	4.422206745	0	0	3.098376613	0	0	0	0	0	0	0.114935241
ANXA2P2	5.873096	27.14275708	20.96916223	6.728473527	15.05861841	2.666090394	51.09339558	13.27735034	0.321305587	29.74884668	37.70965039	12.49003897
ANXA2P3	0	5.256278755	0	0	0	0	0	0	0	0.335667435	0	0
ANXA2R	0	8.102933327	0	24.5073753	0.06086712	0	0.127703269	0.043477236	0	5.190118509	0	12.07065154
ANXA3	0	0	8.664381681	2.179060648	7.096173247	9.263895161	0.099921099	11.63437925	0	0	26.09282834	0
ANXA4	0	9.404089387	19.17349066	21.60777981	4.955376915	0.031403561	29.68993531	6.497210308	4.632375118	9.338783773	8.922684071	13.82360422
ANXA5	42.9164088	51.03422619	21.08899635	40.57113844	60.67275632	53.51355297	91.30088919	45.12839165	14.87269109	62.20553631	45.86478708	24.42312776
ANXA6	65.53030717	45.98938384	25.96011671	45.13204576	75.15193325	6.517456381	92.77787617	99.72715871	23.21196615	125.4040971	74.04302158	51.43547952
ANXA7	5.574042944	13.36829753	10.74441553	4.639105432	16.71216694	23.24159866	11.00310835	30.21825682	8.020977052	24.5182673	30.90513834	17.64892163
ANXA8L1	0.059091826	0	0	0	1.834708903	0	0	0	5.612137594	1.61839656	0	0.073503823
ANXA9	0	12.43216675	1.038626834	0.966480298	7.731125343	0.07978295	5.761349788	1.870951301	11.53811183	0	0	6.854715095
AOAH	7.516369441	0	0	2.34221345	3.523157307	10.57736722	0.315889681	1.096971938	4.358782129	2.789030414	0	5.006532392
AOC1	107.7009242	64.70281025	146.9345992	78.19601067	4.423407765	163.8451388	145.8531275	6.391068542	147.3048835	23.57390423	147.2800406	68.01620904
AOC2	0	0	0	0	0	7.808610281	0	0	8.923614655	0	0	0
AOC3	0.030776993	1.186029513	1.691477987	13.20396179	1.07024686	2.454275508	0	0.587007378	9.969478056	0	10.36283659	1.531329651
AOC4P	0	0	0	0	3.19680104	0	0	0.026551944	4.365447116	0	0	0
AOX1	0	0.891045827	2.342151928	0	0	4.040697567	0	0	0	0	0	0
AOX2P	0	0	0	13.48790739	0	0	0	0.485926149	0	0	0	0
AP000330.8	7.35651751	0	0	0	0.631128413	0	0	0	0	0.441839934	0	0
AP000345.1	0	0	0	0	3.274699555	0	0	4.678219831	0	0	0	0
AP000469.2	0	0	0	0	1.650963766	0	0	0	0	0	0	0
AP000472.2	0	6.363024667	0	0	0	0	0	0	0	0	0	0
AP000475.2	0	0	0	0	0	0	0	2.75210901	0	0	0	0
AP000479.1	4.192036475	0	0	0	0	0	0	0	2.974374888	0	0	0
AP000688.14	0	0.063169678	0	0	0.44177266	0	0	5.634948833	0	10.5772355	0	0
AP000688.8	0	0.666730378	0	4.812174879	0	0	5.957897831	0	0	0	4.752383658	0
AP001258.4	0	0.823820319	0	0	1.783268466	0	0	1.665717959	0.093660507	0	7.360519446	0
AP003025.2	0	0.871828995	0.742923665	3.415922616	1.582039649	0	0	0	0	0	0	1.495510314
AP1AR	8.321218292	0	0	2.909810285	3.232822702	5.804950371	12.78701441	7.96862375	0.940824304	3.311368477	2.469548059	1.061609552
AP1B1	28.78074604	31.10683315	56.86086654	42.1938742	26.48515159	12.08637217	40.63091326	23.75324339	46.94691453	20.01109772	24.53298628	11.45308495
AP1B1P1	0	0	0	5.542244458	9.876812617	0	20.33122518	0	0	5.616442716	0	0
AP1G1	8.713672052	2.375834661	2.793284525	0	1.271172037	0	9.3227115	3.230212619	5.069357864	5.159968009	2.668619524	2.568878144
AP1G2	24.14675309	13.1944457	16.60328071	18.3052698	27.68061592	0.613480788	64.13803895	13.7758108	41.13845036	12.8696101	40.07637935	12.84319077
AP1M1	0.051899973	32.45209471	0	45.85942952	37.64260976	56.05508019	0.676170383	33.74815398	7.48167653	64.48542043	1.36524196	15.68757884
AP1M2	59.31793419	34.57863463	51.93252805	33.2235192	8.273478867	17.36980985	37.85588741	1.854647991	52.16307216	16.1747229	57.66732137	32.52890499
AP1S1	21.24025392	6.422559104	19.71869481	0	14.37778048	0	25.80275567	5.050130643	22.8790883	8.123177798	0	13.32929779
AP1S2	4.665932531	9.580174124	6.883107721	1.787437327	7.324883452	16.04638373	17.75868528	4.371748998	0	8.184286785	2.758169434	4.043176082
AP1S3	1.984493111	3.912400302	0.047337715	0	1.598149734	0	0	0.508885724	0	0	1.794464207	2.39135377
AP2A1	0	6.150134178	0	0	12.88333745	0	0	14.34651853	13.53312688	9.357005545	10.69750379	6.661349629
AP2A2	44.74911291	26.57147863	37.84028075	30.44114028	18.35418197	21.50356127	50.21009487	24.49471593	48.0033032	25.15883655	24.39807016	24.40023823
AP2B1	0	0	0	0.484302215	0	0	0	0	1.662248858	1.536698656	0	0
AP2M1	116.0331971	156.2482459	121.6748124	93.04993328	117.811009	132.997026	156.8388358	75.64043939	123.6695269	116.4995255	84.01910139	71.84809279
AP2S1	218.8375802	324.6797316	459.7020694	116.5086781	133.3948289	159.8250652	134.9597384	127.7977186	180.4550722	204.7988217	131.1357658	254.3740302
AP3B1	2.206639691	4.36226491	4.117364052	0.52245791	0	0	0.039928955	2.392547225	0	2.294293962	0	5.413395923
AP3B2	0	0	0	0	1.810969601	5.03397338	0	0.595914811	0	0	0	0
AP3D1	40.3057436	18.00716346	38.11286149	19.50250701	27.3494422	16.0993198	51.58875216	38.85457838	16.23984698	43.97705927	36.88394653	38.01218387
AP3M1	0.023623231	2.877882118	6.022730683	0.268472882	2.229731893	0.083109138	0.061554288	2.588124597	0.040063804	1.76843637	4.059911993	1.939392709
AP3M2	0	3.582330501	0	0	0	7.023218144	0.713136938	1.171110217	0	4.997124821	1.863374612	3.60462444
AP3S1	0.673894371	0	10.43493635	1.367618359	11.89642902	18.62798806	0.250849245	4.697160451	12.24525755	4.833845427	4.22070536	1.197502163
AP4B1	17.7402512	5.499428627	21.04196192	13.51673428	6.432985067	13.34796481	4.460326076	9.860655715	13.94991206	1.745386472	16.29612676	7.964011519
AP4E1	0	0	1.089409591	0.623837239	0.897606036	0	7.795171741	0	0	0.183745997	0	0
AP4M1	38.46346433	4.872248892	9.026045278	11.13583981	5.692704925	0.077903694	28.3013141	5.952098715	19.60342495	3.456853465	23.99873184	12.80808055
AP4S1	0	2.500521416	0	3.52878864	1.693393204	0.031663207	5.311689108	3.5808555	0	0.419036533	0	0
AP5B1	14.9776947	10.49063974	18.3269524	8.820982884	12.33859124	7.700972121	0	16.92578339	1.946590561	12.38521219	15.64089089	4.142740121
AP5M1	0	0	0	10.25249795	3.759523057	12.22496484	25.59594376	7.006985137	2.175949956	10.02935251	0	0
AP5S1	52.80276748	0	7.15253549	0	18.04567256	18.26475958	9.650848788	12.07558035	2.684377038	8.843381201	0	12.36439312
AP5Z1	5.890980744	9.908551506	0	0.063883315	14.07396922	0	1.02528209	6.682054853	1.525313715	7.225455922	5.165458136	10.87973785
APAF1	0	0.343229826	0	0	3.568382522	0	7.486704044	6.069871909	0	3.513165109	0.242102148	1.266461368
APBA1	0	0	1.266039417	0	1.08845276	0.70728603	0.736660109	0.953038965	0	0	0	1.195665169
APBA2	2.590597841	9.999092583	0	14.99339745	5.044503756	0	0.125004386	4.723980929	0.108482041	14.62813591	4.206563821	21.84086542
APBA3	17.58027044	9.105880146	12.25970228	3.699924927	14.65681314	0	11.80554463	9.554764118	29.72322545	25.01544311	17.79399182	31.99200073
APBB1	11.76709249	5.114923446	2.230842986	15.95150724	10.6500673	18.39908059	6.61318522	8.42604184	0.065216969	13.72653047	14.22923115	10.95382355
APBB1IP	3.764666965	3.626902539	0	0	13.8803347	0.055185476	0	17.05326554	0	22.68332835	6.436983819	10.12663594
APBB2	0	0	0.738784815	1.767770538	0.583836059	0.421573996	6.629016226	2.15262454	0.023449043	2.499273127	0	2.270223934
APBB3	8.165515546	1.787075472	0	0	0.035707958	0	0	2.55061076	4.388545964	0	0	19.24110739
APC	0	0.227732578	0	0	0	0	1.954149877	0.253931446	0.757312348	0	0	0.313330562
APC2	3.16619488	1.284109938	1.39970595	4.167928435	0	6.909921833	7.947443306	0	2.093978045	0	0.686023661	2.432990307
APCDD1	0	3.191178299	0	1.376159301	2.40617561	7.327325913	0.063103957	2.191374856	0	2.122487291	0	6.74789197
APCDD1L	3.070420399	0	3.043790723	0	2.129488611	3.507168236	0	0	0	1.274123256	0	0
APCDD1L-AS1	0	0	0	0	0	0	0	3.125009277	0	0	0	0
APEH	60.65161036	45.89217588	57.35570029	59.06028641	25.34133464	78.4078367	83.64990112	35.2844723	38.91665391	43.58169416	47.26400342	30.83802534
APELA	0	0	4.221222054	0	0.177620685	0	0	0	0	0	0	0
APEX1	4.714409051	56.17142989	22.93352254	42.45393844	86.38608138	3.279680312	61.42091424	27.50336886	0	40.1212283	4.063726647	18.38778837
APEX2	17.59215845	22.71566561	14.92053136	48.29984138	9.710382966	7.91873388	4.553063476	15.29095412	0	12.0047172	5.193784448	17.38830301
APH1A	22.56233361	42.10504388	49.07525543	40.76516653	26.93281418	26.97269298	79.69461708	34.05522358	40.86507957	55.74397682	90.75485088	48.29648828
APH1B	0	0.257529808	0	13.28556595	1.39670661	0	0	3.675604688	0	1.296878712	0	0
API5	2.118589259	4.582512246	8.883628529	0.080257686	5.472803428	0	4.048248863	7.981304072	8.096271797	6.395484698	12.13676172	5.305727829
API5P1	4.335120868	0.631524378	0	0	0	0	0	1.021525178	1.83803633	0.061838296	0	0
API5P2	0	0	3.498860248	0	0	0	0	0	0	0.485172416	0	0
APIP	6.214351667	6.15592965	1.630595368	0	0.060295598	0	41.49337018	3.488588886	0.494026197	6.027830692	0	8.817007906
APITD1	0	0	0	0	0	0	0	1.46163721	0	3.087507064	0	0
APITD1-CORT	0	5.722894177	0	11.78382396	0	0	0	7.137822833	0	0	0	0
APLF	0	0.500975431	0	0	1.521535676	0	0	1.615943456	0	1.383352736	0	0
APLN	0	0	0	0	0	0	1.654834732	3.295018852	0	0	0	1.388456215
APLNR	14.24330965	3.521290017	0	2.000666568	0.556517325	6.756342049	0.041700371	4.528876833	0	11.68818769	4.939520767	6.927597889
APLP1	9.319625147	0	0	0	3.49118894	0	0	0	0	0	0	0
APLP2	0	3.540865961	0	0.092490035	0.020214526	6.108042001	0	0	0.110417188	0	0	2.267589091
APMAP	12.70460994	14.40779245	9.952908643	1.89980429	1.626275426	31.75784146	0	6.253108033	17.76630895	0	9.2832775	5.198406898
APOA1	0	0	0	0	0	0	12.79545782	11.71485974	53.34531858	12.72215477	139.8816691	3.79704242
APOA1BP	105.8276094	33.43913132	213.2740987	34.9112341	10.72347255	151.3658353	64.03436072	14.53388523	87.29852748	44.66832253	63.28633299	68.84836254
APOA2	0	0	0	0	0	0	0	13.03324351	0	0	40.94744521	0
APOA4	0	0	9.861548376	0	0	0	0	0	0	0	0	0
APOA5	0	0	7.15813873	0	1.635284022	0	0	0	0	0	28.49780062	0
APOB	0	1.015948799	0	4.344418259	0	0.01030551	5.472656178	0.327423209	0.804799846	1.04294375	0	0.623072562
APOBEC1	0	0	10.40676143	14.62462385	0	0	0	0	0	0	0	0
APOBEC2	0	0	0	1.078861728	0	0	0	0	6.697471425	0	5.726830746	4.628851537
APOBEC3A	0	0.05341425	3.935849057	0	12.22038104	0	44.11281263	7.128038571	0	2.74589444	0	18.92061711
APOBEC3B	0.322738192	0	16.01295156	0	2.455026607	0	0	2.39780629	0	0	0.565980672	0.100362828
APOBEC3B-AS1	30.22774182	0	0	0	0	1.451095021	0	0	0	4.518600081	0	0
APOBEC3C	0	13.07175145	0.168097191	14.3906944	34.73411637	0	0.8607223	37.89949586	0	18.99856831	22.39917474	4.930691249
APOBEC3D	7.634956678	10.63120703	0	9.578464592	6.003302402	8.662840992	0	12.09476592	2.774678495	4.842904607	9.12906699	4.995205887
APOBEC3F	2.803461316	8.022064485	1.493922587	11.57205669	5.485357307	2.791383005	0	12.15338847	9.150224339	4.032194327	0.834857679	2.13837849
APOBEC3G	5.412991705	6.77096977	0	0.576726302	22.1005393	2.301089924	1.145987133	14.43581716	14.68825543	18.09886229	30.61387603	8.163974261
APOBEC3H	0	0	0	19.12464112	0	0	0	0	0	0	0	0
APOBEC4	0	0	0	0	0.831857941	0	0	0	0	0	0	0
APOBR	99.74550649	61.97670108	94.32309318	59.97071421	21.43880577	81.78055342	43.57308284	10.77038442	67.70972968	19.92693443	64.04626537	58.45414804
APOC1	49.59729675	11.5138146	38.01074129	26.03260448	31.6641896	49.05306765	0	10.60202508	44.92862962	45.0968929	0	65.16237814
APOC1P1	0	0	0	28.911656	1.148891198	0	0	0	0	0	0	0
APOC3	0	0	0	0	0	0	0	6.505923738	10.66095556	17.21633864	0	0
APOC4	0	0	0	0	2.505943867	0	0	0	0	0	0	0
APOC4-APOC2	0	0	0	0	3.833929703	0	0	0	0	0	0	0
APOD	0	4.095407649	2.514763734	0	15.88890382	25.756478	14.45035947	2.873883745	15.64445436	9.624446797	0.962918444	0
APOE	483.12942	408.4719418	787.4930791	439.2186514	136.548618	602.3309584	452.4734329	59.35834146	541.5349827	263.1170025	566.3034685	298.483755
APOH	0	0	0	0	0.898258813	0	0	0	0	0	0	0
APOL1	24.59645848	12.6803341	32.14985539	26.06017861	13.30696063	6.60815439	8.19882924	0.656784384	13.95128669	4.994123954	12.47868257	15.70696548
APOL2	18.4607242	21.47266049	0	10.6642152	16.10126943	19.98710642	26.69589543	22.61146353	14.09529928	37.86748247	32.44143565	13.67307231
APOL3	25.68615794	18.06710183	6.831094146	3.493694595	24.96476738	1.602247186	13.70632544	37.17960644	0.173786259	27.84639938	12.5791658	2.974143137
APOL4	0	1.422066484	0	3.508179232	0.924603082	0	0	1.272558454	0	0.961470593	0	1.174512364
APOL5	0	0	0	0	3.753993176	0	0	0	0	0	0	9.379534491
APOL6	3.194420544	4.602402339	3.55011851	0	4.005271413	0	12.19837648	9.820623728	0	5.508518126	0.128781676	6.074450488
APOLD1	0	2.458137776	0	0.818550473	1.886598095	0.18428548	0	0	8.395108738	0	0	0
APOM	0	5.01700891	0	4.864659835	0	0	0	2.025205053	0	1.488669634	2.573687405	0
APOO	0	0	0	0	0	0	0	0	0	0	0	2.324257298
APOOL	2.513709814	0.524776218	0.029294191	0	0.023831073	0	0	0.348960784	0.357972284	1.909442671	0	3.723496597
APOOP4	0	0	0	4.608784481	0	0	0	0	0	0	0	0
APOPT1	29.94304841	0.062453585	6.90287373	12.27578668	0	0	94.12341013	2.272996915	31.18485364	12.84233707	53.56789375	10.87380446
APP	25.72031507	30.10475957	23.10057028	34.16056937	49.90832425	17.46449433	1.958046491	20.74119039	21.49156738	33.36578649	28.99198213	35.43479109
APPBP2	0.019094143	2.290525348	0	0.75950272	0.486131517	0	0.049752989	1.321215589	0	1.516546399	2.109560364	0.617527119
APPL1	0	1.005326516	1.312772225	0.058170601	0.127137063	0	0	4.159267205	4.375078392	2.168186779	1.651625168	1.782719356
APPL2	8.871898366	8.389350183	17.48015626	17.88174584	5.014758889	8.358854546	0.444561885	2.270300741	25.78445435	4.188151195	3.058509057	8.913433378
APRT	223.2748404	140.5929256	354.0072691	200.9704162	197.9439471	395.277359	83.14005025	147.9386479	167.4252944	203.1318309	243.507398	148.0459905
APTX	0.057212003	12.05492399	2.27090083	0	0	29.65498041	40.02676158	3.755759645	0.097028658	0	0.200663502	2.348462402
AQP1	13.04146287	10.52399642	8.503789583	5.275391713	9.937625278	10.42050026	0.287980653	10.66724119	14.09532242	7.143545912	3.953900244	0
AQP10	0	0	0	25.00091883	0	0	0	0	0	0.88555479	0	0
AQP11	0	0	0	0	0	0	0	0	0	0	0	4.946913139
AQP12B	0	12.5319229	0	0	0	0	0.290255545	0	0	0	0	0
AQP2	0	0	0	0	0	0.557163343	0	0	0	0	5.728201129	0
AQP3	3.382541196	6.307278001	5.163934936	30.15046609	0.041185341	7.93343574	0	3.236044801	0	0	0	0
AQP4	0	0.681912005	0	4.946714768	0.947856531	0	5.841706644	0	2.467377426	0	0	0
AQP4-AS1	0	0	4.039181549	0.147396326	0	0	0	0	0	0	0	0
AQP5	0	0	0	20.67134541	0	0	7.441356958	0	0	0	0	0
AQP6	1.067108268	1.473918926	1.122264776	0	0.854070492	0	0	1.293748933	0	0	0	0
AQP7	0	0	0	0	5.783137739	0	0	3.7322874	0	2.386575572	0	6.300327707
AQP7P1	0	0	0	0	0	0.045762296	0	0	0	0	2.258316275	0
AQP8	171.149445	217.0613019	299.9554298	134.2361333	15.67077054	224.0715128	287.3762901	2.061977699	392.7530925	26.58971106	249.3973494	210.8851663
AQP9	0	1.148910289	0	0	0	0	0	5.702814433	0	0.937502145	0	0
AQPEP	0	0	0	6.027524132	0	10.8961997	0	0	0	0	0	0
AQR	4.03057436	0.030366212	2.461300253	12.42330518	2.366341089	0	0.286427372	2.03699407	2.568547226	0	0.94244695	4.405888618
AR	0.652139522	0.564579001	0	0	1.019627076	4.711506638	0	0.00516537	0	0	1.633780543	0.478023175
ARAF	32.6455801	50.80430846	64.05603505	46.16511785	19.31827625	25.9096802	31.55998947	21.46754892	83.50995163	15.19548387	34.48900944	42.70264031
ARAP1	50.89811232	51.71040119	47.57343579	65.88848206	87.06313408	20.65156111	51.55135113	85.75093793	32.61092217	72.46711634	57.44444903	44.95223109
ARAP2	2.424139099	4.017944124	0.025175486	0	2.908226949	1.566438825	0	5.025113328	0.755121504	4.230413333	2.371402605	3.015366144
ARAP3	6.013620845	7.29966331	2.52018005	4.422225931	11.49569603	5.558788339	9.739667685	5.972840155	1.919773407	13.04682289	8.519504196	8.242988616
ARC	0	0	0	0	1.829730045	12.29155396	0	1.699063229	18.41839594	0	0	0
ARCN1	6.952412311	9.276363465	10.23647435	21.94795897	15.98334803	0.616013374	44.44379031	10.07370579	3.615887955	6.883021225	14.19729256	9.26301916
AREG	9.722944249	0	0	0	0	0.117547739	36.9574086	0	0	0	0	0
AREL1	0.022790236	3.2438587	3.896767654	4.532606226	2.490756328	11.14482093	0	6.884063309	0	2.933622414	0	1.105594697
ARF1	29.86389598	22.67404318	0.283177182	0.175671157	54.13625372	0.217524814	0	21.17217893	0	19.19174794	2.060175286	17.6892609
ARF1P1	0	0	0	0	0	5.748516964	0	0	0	0	0	0
ARF1P3	0	0	0	0	5.858193338	0	0	0	0	0	0	0
ARF3	24.61904011	39.74524441	24.51590295	27.61326449	60.5311196	45.40080216	57.69220384	44.19361771	31.32812804	40.39695769	20.43005284	24.69888584
ARF4	12.33796576	27.17287284	21.88422555	24.11268364	3.897174773	19.98865521	0.092915137	22.64954082	12.69988033	17.25359551	28.89087373	14.28255324
ARF4P2	0	4.561462103	0	0	0	0	0	0	0	0	11.53283427	0
ARF4P3	0	0	0	16.92732572	1.162737329	0	0	0	0	0.077700795	0	0
ARF4P4	0	0.768879277	0	5.633063704	0.031568117	0	6.42450506	0	0	0	0	0
ARF5	166.4383825	153.6973608	198.7795299	82.03089715	122.3362469	218.6844834	82.16377066	177.2297937	194.9014482	116.9055252	158.0521683	133.654899
ARF6	20.7293946	27.62901251	16.68890594	16.82750404	26.80100286	9.864162194	52.12588731	27.20668313	15.44085839	24.216373	25.08232649	25.66755747
ARFGAP1	8.326957357	9.627565502	0	5.613884765	5.43370143	6.289355503	1.700846327	2.097143061	2.034539503	10.3720951	3.217576785	12.81562252
ARFGAP2	41.67033156	22.45423206	43.29105415	57.19011022	21.77529012	24.01934502	34.96612902	45.50299757	30.06502283	37.91303494	39.01546046	45.81543086
ARFGAP3	2.496749589	6.969758352	2.340484896	7.716012988	5.032011357	19.0059715	0	11.65736256	4.160073755	2.319339934	2.765373971	0.87177143
ARFGEF1	0	0.942611094	0	0	0.37873773	0	0	0.431387969	0	0	0	0
ARFGEF2	5.320621215	2.734506621	0.94449912	7.343622691	5.06262574	3.385781204	0	8.964325825	2.844618823	2.045856941	0.337544201	4.771315094
ARFIP1	0	7.639014783	0	0	0	0	0	0	0	0.841506103	0	0
ARFIP2	4.194505598	11.69185996	12.95480385	13.47584136	7.573540962	13.20538511	27.53390063	10.375866	17.127526	7.953118819	1.584333831	7.94666919
ARFRP1	41.69443786	32.83382694	59.98028518	55.88085494	28.87835997	1.659339803	11.30661738	14.14234657	67.35205038	17.26658739	3.970254383	44.11905651
ARG1	0	1.804516182	0	0	2.369423529	0	0	0.036792901	1.828821576	0	11.20100719	0
ARG2	0	3.231602586	0	0	0	0	0	0	0	0	0	0
ARGFX	0	0.150880629	0.555884785	0	0	0	0	0	0	0	0	0
ARGFXP1	0	0	3.092828525	0	0	0	14.86757403	0	0	0	0	0
ARGLU1	9.366866995	9.477669544	0.831387659	5.260729273	0.518528028	16.77486708	17.59570216	3.172413546	3.817501436	1.060622672	15.28048461	26.0123536
ARHGAP1	13.75608326	25.38178211	16.7675241	26.19223311	31.52973338	47.00183519	1.313646397	17.55407894	21.74174025	31.75739274	16.735109	34.35653166
ARHGAP11A	0.018836192	1.194183074	4.485959836	5.619317144	0.210540366	0	0	0.501294902	0.031945228	1.186529354	0	0.046860361
ARHGAP11B	0	0	0	6.933569574	0	0	0	0	0	0	0	0
ARHGAP12	0.072924291	1.299352645	2.560576276	3.522266925	2.188712481	0	0	3.547282524	2.514743339	5.348158661	0.895202926	1.058282274
ARHGAP15	0	9.383660011	0	18.03950037	0	0	0	2.972715815	4.905435788	1.932139156	0	0.087753285
ARHGAP17	17.86741014	6.280817488	10.30233536	29.60452517	12.44128049	15.66362538	1.457738754	15.81939245	18.44225266	11.58733631	15.94282552	4.305845267
ARHGAP18	1.138727551	4.335144175	1.303823363	5.176556279	9.89959931	3.004626993	0.037089318	6.616678693	2.655433308	2.988780065	0	2.974552517
ARHGAP19	3.238188938	3.898733419	1.209962356	2.058814673	2.826389153	0	0	1.366010312	4.032443755	0.620188463	0	5.633504701
ARHGAP20	0	0	1.100183779	1.990646951	0.211321529	4.061246881	4.903113352	0.612665016	0	0	0	3.759971342
ARHGAP21	0.914564362	3.526492347	0.853241796	2.213499739	0.809806004	0	0	0.210342711	0.545741509	0.927701044	0	2.528041962
ARHGAP22	0	2.947650091	0	9.089663661	6.614300885	23.83470257	15.05411221	4.156961744	3.510777613	0	4.950399644	0.234088609
ARHGAP23	0	0	0	0	0	0.073447561	0	0	0	1.200728269	0	0
ARHGAP23P1	0.279967946	0.002450911	0.776564155	0.168051484	1.001481714	0	0	0.627904121	0.01337497	0.089996631	0	1.108513331
ARHGAP25	48.16407461	7.304091489	0	23.86532798	45.1195235	0.048524208	48.78741797	51.35312444	2.456128907	53.75407846	25.83279971	24.08788179
ARHGAP26	0	1.566771837	0	0	4.662598962	2.861738123	2.113706427	1.165669078	0	3.011214344	0	8.272456218
ARHGAP26-AS1	0	4.968508359	0	0	0	0	0	0	10.75946625	0	0	19.41312632
ARHGAP27	13.51790889	14.74021721	10.61789132	36.40124026	24.79292473	42.65150106	26.74099997	15.55237329	23.28043803	25.56493681	27.51195554	26.7020526
ARHGAP28	0	0.829781621	0	0	0.223699139	0	0	0.009399279	0	0.348220571	0	0
ARHGAP29	0	1.201325566	0	0.425391263	0.853661859	0	0	1.424805805	0	2.17454841	0.262566113	4.960721997
ARHGAP30	99.63883439	73.53948438	12.71532741	32.66768932	110.3014554	10.98419201	75.73938035	140.945298	21.49734062	149.4118333	55.17947021	73.95232115
ARHGAP31	0	0	0	0	2.479888751	0	0	0.960632183	1.094085495	0.406652434	0	0.458545945
ARHGAP32	1.251851365	0.656037509	0	6.172015258	2.568338424	3.655733515	0.383753944	0.93088842	1.748415925	1.176462735	2.797996626	0.580121165
ARHGAP33	1.596679816	0.522326258	5.687642461	1.034635704	4.453000027	0.591294314	11.78784772	1.093388681	7.031007596	0	0	0
ARHGAP35	5.514306419	6.958983267	8.375756001	7.615460284	2.115209454	5.795424867	1.727851521	6.216936542	1.231147295	2.701879283	3.427465358	1.4760302
ARHGAP36	0	5.996515248	0	0.571059302	0	8.532511248	0	2.282280229	0	0	1.903378149	0
ARHGAP39	1.13337801	2.323198114	1.251680563	3.905286578	0.014974305	2.205767558	0	0	4.621343384	1.232824429	8.922994349	0.929867643
ARHGAP4	75.33156374	74.54544724	100.5095081	101.9447546	94.37977647	69.82740062	76.04161599	68.78640194	88.75066347	94.5072558	87.89971889	66.42155985
ARHGAP42	0.940097234	0.908941484	0	0	0.956735829	2.725514512	0	0	0	1.335040933	0	0
ARHGAP42P1	0	0	0	1.690992867	0	7.727384586	0	0	0	0	0	0
ARHGAP42P2	0	0	0	6.388159061	0	0	24.49392024	0	0	0	0	0
