AccID	log2FC	Pvalue	FDR	Style	ACF001	ACF002	ACF004	ACF005	ACF006	ACF007	ALI001	ALI002	ALI003	ALI004	ALI006	ALI007
LOC101927578	8.65337044412395	5.87859645876899e-05	0.00345111538558506	up	171.0	0.0	85.0	0.0	160.0	93.0	0.0	0.0	0.0	0.0	0.0	0.0
AC012309.5	-21.5948434912848	6.7130377550011e-13	4.73529356989399e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	104.0	0.0	0.0	0.0
SIGLEC28P	23.154149056491	1.29055198757669e-14	4.63788829646378e-12	up	0.0	56.0	0.0	123.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102723892	-8.81991110913111	8.69288593444862e-09	5.77378945697191e-07	down	0.0	1.0	0.0	0.0	1.0	0.0	334.0	111.0	0.0	263.0	107.0	122.0
PCOLCE2	9.46196211081254	0.000100063624548451	0.00565545932657532	up	0.0	0.0	0.0	158.0	25.0	373.0	1.0	0.0	0.0	0.0	0.0	0.0
LOC102723860	-21.8627467792586	3.45769979366902e-13	2.64677177465074e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	92.0
LOC102723875	-22.0653884287244	2.08363903373552e-13	1.7394562740804e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	140.0	0.0
GLCCI1	8.37024756970879	2.31426272086485e-05	0.00140390890856731	up	0.0	111.0	99.0	0.0	260.0	147.0	0.0	0.0	0.0	1.0	0.0	0.0
LOC102723817	-21.9885843957066	2.52579287804134e-13	2.04297353722108e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.0	38.0
KIAA1217	22.7108940357369	4.09345161946535e-14	5.91243857322618e-12	up	0.0	0.0	0.0	0.0	32.0	212.0	0.0	0.0	0.0	0.0	0.0	0.0
AQPEP	23.4445602152203	5.9684562775407e-15	3.74551502741253e-12	up	0.0	0.0	0.0	79.0	0.0	346.0	0.0	0.0	0.0	0.0	0.0	0.0
CYP21A1P	-21.7376811984865	4.71735548255047e-13	3.40679176297365e-11	down	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	146.0
LOC100507561	23.9076906380361	1.7353797549225e-15	1.89941413082515e-12	up	0.0	0.0	116.0	176.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101929949	22.8226975662086	3.06310392619915e-14	5.59710778946143e-12	up	69.0	0.0	0.0	0.0	231.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
