GeneID	GeneType	H003	ACF001	ACF002	ACF004	ACF005	ACF006	ACF007	ALI001	ALI002	ALI003	ALI004	ALI006	ALI007	H001	H002	H004	H005	H006
TUBBP9	ncRNA	44	0.0	0.0	0.0	0.0	43	0.0	0.0	39	0.0	33	0.0	0.0	0.0	0.0	0.0	0.0	1
LOC101928770	lncRNA	0.0	0.0	0.0	0.0	0.0	38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TUBBP7	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ISM1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101928774	lncRNA	0.0	0.0	0.0	0.0	60	0.0	0.0	5	0.0	82	0.0	0.0	0.0	0.0	0.0	12	0.0	0.0
ISM2	mRNA	0.0	0.0	0.0	0.0	67	8	0.0	0.0	0.0	56	0.0	0.0	0.0	0.0	0.0	0.0	14	0.0
TSKU	mRNA	71	0.0	330	128	37	46	14	219	49	356	68	26	158	242	64	183	50	61
ISLR	mRNA	2	381	412	146	10	0.0	97	0.0	27	224	51	270	190	0.0	0.0	124	172	0.0
HIST3H2BB	mRNA	2	0.0	128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50	0.0	0.0	134	0.0	61	0.0	0.0
HIST3H2BA	ncRNA	216	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	207
LOC101928788	ncRNA	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110	0.0	1	0.0	1	0.0	0.0
LOC101928789	lncRNA	60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	155	0.0	0.0	0.0	0.0	33	0.0
LOC101409255	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53	0.0
LOC101928786	lncRNA	0.0	0.0	0.0	0.0	0.0	43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24	33	0.0
LOC101928787	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	146	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0
RP11-319G6.1	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ISL1	mRNA	0.0	0.0	0.0	73	65	0.0	0.0	0.0	0.0	0.0	0.0	14	0.0	0.0	0.0	0.0	0.0	0.0
LOC101928785	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101409256	miscRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC284581	lncRNA	1	0.0	0.0	0.0	0.0	88	0.0	0.0	0.0	10	0.0	0.0	0.0	0.0	0.0	0.0	45	0.0
LOC101928783	lncRNA	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34	30	0.0
POM121L6P	ncRNA	15	74	87	0.0	12	60	0.0	0.0	123	272	26	173	146	219	0.0	30	107	0.0
CTAGE1	mRNA	104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34	0.0	0.0	0.0	0.0	146	0.0	0.0	0.0	52
ISL2	mRNA	4	0.0	49	0.0	0.0	0.0	287	30	0.0	0.0	14	0.0	0.0	0.0	275	0.0	0.0	0.0
C1QBPP	ncRNA	0.0	76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTAGE5	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTAGE4	mRNA	0.0	0.0	0.0	67	2	1	0.0	0.0	2	59	1	44	0.0	0.0	0.0	0.0	0.0	0.0
CTAGE9	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	67	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	72	0.0
TMEM126A	mRNA	13	0.0	0.0	73	57	0.0	0.0	0.0	52	54	222	98	0.0	473	0.0	61	0.0	0.0
CTAGE8	mRNA	0.0	0.0	42	0.0	54	0.0	0.0	0.0	0.0	0.0	1	0.0	24	0.0	0.0	3	35	0.0
CTAGE6	mRNA	0.0	1	0.0	0.0	0.0	36	0.0	0.0	37	0.0	0.0	0.0	0.0	0.0	0.0	45	0.0	0.0
TMEM126B	mRNA	115	53	165	0.0	0.0	0.0	0.0	48	0.0	0.0	50	2	0.0	417	24	46	4	108
LOC101928798	lncRNA	0.0	0.0	0.0	0.0	50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POLR2LP	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRPS36P3	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G3	mRNA	0.0	0.0	28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101928792	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRPS36P4	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRPS36P1	ncRNA	1	0.0	0.0	0.0	0.0	0.0	0.0	212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G5	mRNA	1	0.0	79	0.0	0.0	0.0	0.0	0.0	0.0	86	52	61	0.0	0.0	209	71	0.0	0.0
MRPS36P2	ncRNA	0.0	0.0	0.0	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G6	mRNA	6	398	346	171	43	62	274	797	138	208	150	243	322	0.0	141	180	139	0.0
PLA2G7	mRNA	96	0.0	0.0	0.0	3	55	279	0.0	223	35	0.0	101	0.0	0.0	1	51	0.0	85
LOC101928796	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101928793	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101928794	lncRNA	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29	0.0	0.0	0.0	0.0	0.0
RHOT2	mRNA	987	2262	1046	1112	878	1307	2058	1646	1521	1196	827	572	1642	409	223	1435	979	910
RHOT1	mRNA	4	0.0	79	64	1	75	0.0	0.0	0.0	142	30	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRPS36P5	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRPS36P6	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SYNDIG1	mRNA	86	0.0	0.0	0.0	0.0	171	514	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81
TRNAY17P	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TSLP	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30	0.0	0.0	0.0	0.0	3	37	0.0	0.0
OR11K1P	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYP4F2	mRNA	59	0.0	0.0	97	1	90	0.0	0.0	24	0.0	0.0	79	37	0.0	89	22	0.0	0.0
CYP4F3	mRNA	399	0.0	0.0	0.0	0.0	46	2	1	137	59	0.0	0.0	48	0.0	0.0	88	150	191
RP11-399K21.14	lncRNA	0.0	0.0	0.0	104	1	0.0	0.0	0.0	0.0	40	0.0	0.0	59	0.0	2	83	9	0.0
CYP4F8	mRNA	292	0	0.0	0.0	9	0.0	1	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	203
PGA3	mRNA	0.0	0.0	0.0	31	15	0.0	0.0	0.0	0.0	0.0	103	0.0	0.0	0.0	0.0	0.0	15	0.0
PGA5	mRNA	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
PGA4	mRNA	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0.0
DLG3-AS1	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12	0.0	0.0	0.0	0.0	47	0.0	0.0
LOC102577426	lncRNA	0.0	0.0	0.0	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POM121L8P	miscRNA	0.0	0.0	0.0	0.0	0.0	5	0.0	0.0	13	0.0	0.0	0.0	0.0	0.0	0.0	9	50	0.0
LOC102577424	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRNAY16P	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF497	mRNA	0.0	0.0	0.0	0.0	0.0	52	8	0.0	0.0	0.0	33	102	0.0	0.0	33	99	29	0.0
KGFLP2	miscRNA	1	1	101	34	0.0	43	0.0	0.0	0.0	13	0.0	0.0	44	0.0	0.0	53	0.0	0.0
ZNF496	mRNA	891	588	580	87	71	145	25	2	1095	131	263	56	334	461	451	253	352	759
ANXA8L1	mRNA	72	1	0.0	0.0	0.0	50	0.0	0.0	0.0	56	30	0.0	1	0.0	0.0	0.0	0.0	65
ZNF493	mRNA	256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135	0.0	0.0	246
ZNF492	mRNA	1	0.0	0.0	0.0	0.0	26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF491	mRNA	1	0.0	0.0	0.0	55	44	0.0	0.0	63	0.0	16	0.0	0.0	0.0	0.0	125	0.0	0.0
ZNF490	mRNA	133	0.0	120	0.0	65	187	0.0	0.0	470	55	69	56	35	1	0.0	38	75	116
KGFLP1	miscRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MED19	mRNA	211	180	55	0.0	13	0.0	93	143	195	0.0	0.0	34	0.0	75	342	0.0	0.0	194
MED16	mRNA	1365	3343	2112	1069	737	1778	971	2577	2620	1128	1221	812	1604	1702	1833	1780	1179	1168
MED15	mRNA	1522	654	1378	1902	411	734	707	302	779	927	1120	694	1483	886	1527	924	866	1340
MED18	mRNA	140	188	160	193	12	0.0	1	1	261	192	202	23	244	148	158	49	145	131
MIR744	miRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MED17	mRNA	112	0.0	83	0.0	1	101	0.0	0.0	524	52	266	0.0	83	112	5	0.0	58	87
MED12	mRNA	282	174	555	12	155	289	157	0.0	256	50	407	237	226	1493	0.0	211	108	220
MECP2	mRNA	693	284	651	178	53	618	102	178	1065	146	277	329	294	1606	252	308	671	631
MED11	mRNA	242	0.0	155	0.0	63	0.0	0.0	491	0.0	132	99	0.0	16	0.0	86	127	120	106
MED14	mRNA	388	47	87	82	146	1	386	1	280	135	44	64	101	206	1	80	50	367
MED13	mRNA	581	306	371	48	156	529	7	193	1116	59	294	240	252	703	288	219	229	524
MECOM	mRNA	55	214	284	88	44	295	1	163	189	35	78	40	121	0.0	0.0	19	132	42
MED10	mRNA	238	400	235	145	0.0	262	57	221	237	1	135	0.0	382	355	7	77	462	215
TSPO	mRNA	4406	4348	8341	4484	1529	4100	3445	3574	4735	4207	2931	2012	2864	2618	4821	2858	2374	3562
ZNF488	mRNA	72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63	0.0	2	0.0	0.0	0.0
POM121L1P	miscRNA	2	52	0.0	105	38	229	0.0	49	1	0.0	0.0	0.0	0.0	0.0	0.0	37	0.0	0.0
ZNF487	miscRNA	0.0	0.0	46	0.0	47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF486	mRNA	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57	0.0	28	0.0	0.0	0.0	0.0	0.0	32	0.0
ZNF485	mRNA	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	171	0.0	0.0	0.0	0.0	109	0.0	0.0	0.0	0.0
ZNF484	mRNA	3	0.0	0.0	0.0	0.0	113	0.0	0.0	0.0	25	55	0.0	71	0.0	0.0	0.0	58	0.0
ZNF483	mRNA	1	101	0.0	1	1	0.0	2	0.0	78	136	22	51	48	117	0.0	0.0	1	0.0
RMI2	mRNA	0.0	6	77	0.0	0.0	0.0	0.0	0.0	54	0.0	0.0	0.0	0.0	0.0	0.0	22	54	0.0
CNOT6L	mRNA	370	248	113	199	1	181	166	0.0	1015	56	303	147	171	1702	0.0	142	334	288
RMI1	mRNA	284	0.0	26	0.0	0.0	0.0	0.0	0.0	218	0.0	14	23	92	0.0	0.0	10	51	228
ZNF480	mRNA	67	231	98	0.0	0.0	1	361	2	166	77	81	61	78	0.0	142	23	80	61
MIR759	miRNA	0.0	0.0	0.0	0.0	0.0	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR758	Precursor_miRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MED27	mRNA	90	230	68	113	0.0	334	326	0.0	82	65	78	8	213	126	105	58	195	0.0
GMIP	mRNA	3156	1370	2518	144	304	4064	32	843	4462	206	2054	795	696	3633	181	1321	1660	2945
IGHVIII-51-1	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15	0.0	0.0
MED26	mRNA	386	74	427	0.0	3	328	344	326	200	0.0	32	1	29	124	0.0	22	109	366
MED29	mRNA	368	855	525	219	28	342	0.0	0.0	1117	493	299	122	423	568	174	345	212	331
PGM2L1	mRNA	115	0.0	0.0	0.0	74	98	5	0.0	131	0.0	0.0	46	0.0	148	182	86	82	110
MED28	mRNA	392	199	61	1	115	381	50	0.0	434	77	432	54	137	750	295	0.0	403	359
MED23	mRNA	11	53	157	0.0	70	111	186	51	38	81	118	1	13	476	0.0	19	53	0.0
MIR764	miRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MED22	mRNA	419	365	415	223	177	541	208	616	969	238	283	531	411	853	967	286	331	381
MED25	mRNA	433	2	266	43	67	239	3	311	1096	84	415	50	85	391	0.0	24	107	406
MIR762	Precursor_miRNA	585	76	338	123	92	114	0.0	123	3	67	24	231	169	0.0	103	227	259	110
MIR761	miRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MED24	mRNA	887	377	162	404	148	362	189	94	430	0.0	226	74	327	0.0	183	384	197	842
MIR760	miRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MED21	mRNA	2	0.0	0.0	0.0	1	13	224	0.0	0.0	138	74	0.0	34	80	0.0	20	41	0.0
MED20	mRNA	90	169	368	0.0	20	254	0.0	374	192	0.0	0.0	82	0.0	395	0.0	64	230	72
ZNF479	mRNA	0.0	0.0	96	0.0	0.0	40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59	0.0
ISPD	mRNA	1	0.0	0.0	0.0	0.0	10	109	0.0	28	0.0	0.0	0.0	0.0	0.0	0.0	9	0.0	0.0
ZNF474	mRNA	0.0	0.0	74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38	0.0	0.0
SOCS5P1	ncRNA	0.0	0.0	0.0	0.0	0.0	45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SOCS5P2	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20	0.0	0.0
ZNF473	mRNA	2	161	132	138	50	0.0	0.0	0.0	205	0.0	165	102	189	0.0	116	0.0	0.0	0.0
ZNF471	mRNA	0.0	0.0	0.0	0.0	0.0	27	0.0	0.0	55	0.0	94	0.0	0.0	62	0.0	0.0	104	0.0
ZNF470	mRNA	3	0.0	0.0	31	2	9	453	208	124	0.0	0.0	0.0	91	0.0	375	55	55	0.0
SOCS5P5	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SOCS5P3	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRCT1	mRNA	0.0	0.0	50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113	0.0	0.0	0.0	0.0	0.0
SOCS5P4	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	200	49	0.0	0.0	0.0	0.0	0.0	55	0.0	0.0	0.0
GCATP1	ncRNA	0.0	0.0	0.0	0.0	15	0.0	0.0	0.0	0.0	0.0	31	0.0	71	0.0	0.0	0.0	0.0	0.0
TSR3	mRNA	1059	941	1190	1150	111	1469	1041	660	1194	574	920	529	697	858	212	1207	394	980
AC017060.1	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR769	miRNA	0.0	0.0	0.0	70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR767	miRNA	0.0	0.0	0.0	0.0	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EGFR	mRNA	254	0.0	0.0	0.0	0.0	0.0	234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110
MIR766	miRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR765	Precursor_miRNA	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POM121L3P	ncRNA	0.0	0.0	0.0	0.0	58	37	0.0	0.0	0.0	0.0	0.0	40	0.0	0.0	3	0.0	0.0	0.0
MIR770	Precursor_miRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF469	mRNA	105	0.0	163	0.0	61	177	160	0.0	423	84	16	1	0.0	154	0.0	90	260	44
ZNF468	mRNA	222	0.0	49	1	2	238	0.0	302	376	0.0	124	81	16	425	0.0	61	0.0	117
ZNF467	mRNA	729	670	439	9	0.0	1093	35	0.0	536	59	1354	236	137	0.0	268	94	352	683
ZNF462	mRNA	7	1	0.0	1	52	255	0.0	0.0	313	143	75	65	0.0	126	0.0	118	75	1
ZNF461	mRNA	136	0.0	0.0	0.0	17	117	0.0	0.0	53	0.0	0.0	0.0	7	0.0	0.0	0.0	0.0	63
ZNF460	mRNA	485	104	84	16	90	105	0.0	0.0	724	0.0	159	74	0.0	440	196	0.0	127	459
LOC284561	miscRNA	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	0.0	0.0
ST7-AS1	antisense_RNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35	0.0
NUDT22	mRNA	672	1951	1971	493	524	1073	706	1427	1400	357	1059	195	809	1404	792	616	498	479
ST7-AS2	lncRNA	4	56	0.0	0.0	0.0	43	0.0	0.0	29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100134507	ncRNA	0.0	0.0	0.0	0.0	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NUDT21	mRNA	449	56	258	16	74	591	0.0	0.0	733	73	178	412	19	766	38	109	269	386
POM121L4P	miscRNA	0.0	0.0	1	0.0	0.0	0.0	25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAOK3	mRNA	419	0.0	368	1	37	298	75	359	457	33	244	1	26	1354	1	223	373	316
TAOK1	mRNA	314	122	173	0.0	158	598	106	0.0	442	0.0	151	98	367	1097	116	21	219	288
TAOK2	mRNA	1087	632	1451	329	454	1131	35	388	2279	432	1043	82	237	844	552	692	741	857
OR2A20P	miscRNA	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0
TSR2	mRNA	617	707	286	349	135	845	758	256	719	440	598	125	158	731	311	358	336	344
SSR1P2	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23	0.0	0.0
SSR1P1	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TSR1	mRNA	149	120	385	223	11	129	8	0.0	49	81	119	43	2	0.0	1	76	107	141
ZNF454	mRNA	2	0.0	99	0.0	0.0	41	0.0	0.0	51	0.0	31	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF451	mRNA	374	374	359	44	50	5	209	0.0	364	11	180	21	163	325	0.0	173	275	352
DMBT1P1	miscRNA	0.0	0.0	0.0	0.0	40	29	0.0	0.0	0.0	0.0	0.0	76	0.0	0.0	0.0	0.0	0.0	0.0
NAB1	mRNA	203	654	542	0.0	134	333	337	0.0	439	198	66	257	13	964	4	0.0	305	177
MIR708	Precursor_miRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GMNN	mRNA	128	0.0	91	151	10	39	0.0	0.0	40	0.0	69	0.0	78	150	0.0	0.0	142	102
NAB2	mRNA	259	140	294	0.0	0.0	546	24	424	983	114	294	10	211	434	110	26	209	131
NUDT11	mRNA	0.0	0.0	0.0	0.0	34	0.0	0.0	0.0	0.0	85	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NUDT10	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	152	0.0	0.0	0.0	35	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-81N13.1	lncRNA	0.0	0.0	0.0	0.0	62	12	0.0	0.0	24	0.0	0.0	0.0	53	0.0	0.0	0.0	0.0	0.0
HMGB1P8	ncRNA	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMGB1P7	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMGB1P9	ncRNA	124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41
HMGB1P4	ncRNA	0.0	0.0	0.0	0.0	0.0	2	0.0	0.0	0.0	40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NUDT19	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF449	mRNA	0.0	0.0	0.0	0.0	43	0.0	0.0	0.0	0.0	0.0	26	36	0.0	0.0	48	40	0.0	0.0
HMGB1P3	ncRNA	85	0.0	0.0	35	16	0.0	0.0	0.0	0.0	38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
NUDT18	mRNA	12	0.0	229	87	199	252	207	298	139	377	397	280	296	449	86	112	185	0.0
NUDT17	mRNA	126	0.0	0.0	59	0.0	53	0.0	0.0	137	0.0	166	0.0	100	1	0.0	0.0	39	122
HMGB1P6	ncRNA	5	7	47	126	102	121	230	5	55	16	22	231	48	426	18	184	77	0.0
HMGB1P5	ncRNA	6	0.0	100	4	3	0.0	34	314	1	18	11	16	1	4	4	28	33	0.0
NUDT16	mRNA	446	413	1776	316	202	815	522	397	1664	666	472	140	764	1235	305	552	281	396
ZNF446	mRNA	90	121	96	0.0	33	261	40	0.0	201	0.0	65	16	213	192	0.0	47	201	76
MTPAP	mRNA	6	0.0	153	0.0	1	85	0.0	0.0	70	169	50	0.0	15	0.0	374	27	177	0.0
ZNF445	mRNA	487	224	113	0.0	28	172	228	8	449	33	129	4	25	770	274	86	535	376
NUDT15	mRNA	11	210	66	0.0	14	0.0	52	402	249	147	25	55	49	0.0	1	153	168	0.0
ZNF444	mRNA	265	858	417	522	310	705	785	627	298	182	805	45	494	6	410	626	194	241
NUDT14	mRNA	98	0.0	624	146	49	2	58	221	790	450	244	57	148	730	431	81	224	75
NUDT13	mRNA	1	0.0	47	49	0.0	2	5	0.0	0.0	37	0.0	0.0	61	0.0	0.0	0.0	0.0	0.0
ZNF443	mRNA	3	0.0	0.0	0.0	0.0	0.0	29	3	0.0	0.0	0.0	0.0	0.0	181	0.0	77	55	0.0
NUDT12	mRNA	125	99	15	34	0.0	1	2	0.0	65	0.0	29	79	80	409	102	18	1	113
ZNF442	mRNA	3	0.0	0.0	0.0	0.0	52	112	0.0	0.0	33	0.0	0.0	73	0.0	0.0	0.0	32	0.0
HMGB1P1	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF441	mRNA	6	0.0	0.0	0.0	0.0	62	0.0	0.0	217	53	33	0.0	85	137	105	0.0	60	0.0
ZNF440	mRNA	48	54	0.0	98	45	102	0.0	2	158	33	10	168	78	125	0.0	17	141	45
LOC100421109	ncRNA	117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60
IST1	mRNA	1234	372	1298	198	372	632	771	263	1853	162	689	705	485	2751	643	301	940	1128
