AccID	log2FC	Pvalue	FDR	ACF001	ACF002	ACF004	ACF006	ALI001	ALI003	ALI006	ALI007
RSPO3	-20.9564185609956	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0
HAVCR1	-2.21004237805274	1	1	0.0	0.0	28.0	0.0	0.0	111.0	0.0	0.0
ZNF124	1.05888153780066	0.513338348354759	0.999856696914365	193.0	201.0	74.0	137.0	1.0	45.0	0.0	150.0
RSPO4	0.958993761717362	0.737155085177173	0.999856696914365	0.0	252.0	116.0	0.0	0.0	104.0	0.0	0.0
HAVCR2	-2.78949334119045	0.177001814370667	0.999856696914365	0.0	0.0	0.0	84.0	201.0	91.0	30.0	85.0
NDC1	-1.84594008187649	0.382958777555464	0.999856696914365	0.0	288.0	40.0	0.0	348.0	0.0	209.0	83.0
ZNF121	20.9033379479422	1	1	0.0	128.0	0.0	0.0	0.0	0.0	0.0	0.0
NPAP1P1	21.1707083594158	1	1	0.0	0.0	0.0	108.0	0.0	0.0	0.0	0.0
NPAP1P6	-6.13782298764241	1	1	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0
NPAP1P4	-0.431863666489499	0.886531093215653	0.999856696914365	0.0	0.0	0.0	117.0	0.0	31.0	0.0	78.0
TIMM23	-0.567414079634005	0.755736001112395	0.999856696914365	60.0	219.0	145.0	206.0	0.0	161.0	0.0	491.0
TIMM22	-1.06195716021402	0.668026601879858	0.999856696914365	0.0	0.0	181.0	86.0	0.0	0.0	209.0	272.0
TIMM21	-0.50507778948101	1	1	50.0	113.0	50.0	59.0	288.0	0.0	0.0	0.0
CD200R1	6.40193856409537	0.058723079209214	1	0.0	72.0	0.0	44.0	0.0	0.0	0.0	0.0
OR5BH1P	5.65797268914933	1	1	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0
LCE6A	6.15086889067112	1	1	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0
ZNF117	-7.39282301845224	0.0290628249121113	1	0.0	0.0	0.0	0.0	0.0	64.0	0.0	12.0
RARA-AS1	0.321316782982655	0.855856534568514	0.999856696914365	176.0	593.0	0.0	179.0	166.0	125.0	0.0	141.0
ZNF112	-3.39493323204641	1	1	0.0	33.0	0.0	0.0	187.0	0.0	0.0	0.0
GPS1	0.628213136189654	0.492527269989109	0.999856696914365	1161.0	2126.0	1875.0	1581.0	1124.0	423.0	1025.0	417.0
TIMM13	0.0546666365405856	0.952363212503964	0.999856696914365	1051.0	1475.0	1581.0	565.0	1220.0	685.0	723.0	589.0
GPS2	0.505071914643965	0.5840855119614	0.999856696914365	461.0	721.0	699.0	1277.0	524.0	475.0	180.0	377.0
TIMM10	-0.382312686785371	0.802661511188246	0.999856696914365	213.0	279.0	448.0	1.0	5.0	146.0	157.0	641.0
ATP6AP1L	3.21935975054826	0.345730025092646	1	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS3	-0.325922784667144	0.720209621883194	0.999856696914365	1290.0	1070.0	1037.0	1739.0	2134.0	465.0	1082.0	922.0
ZNF107	-6.66619446379936	0.0492195862443798	1	0.0	0.0	0.0	0.0	0.0	28.0	16.0	0.0
ZNF106	0.383981403366076	0.720108909690701	0.999856696914365	434.0	667.0	50.0	857.0	364.0	69.0	210.0	338.0
GLTSCR1L	3.14386446231371	0.357390973146203	1	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS2	-0.0135831211367736	0.986841435458244	0.999856696914365	9905.0	12282.0	6763.0	5452.0	6284.0	6012.0	4455.0	6131.0
ZNF101	0.392113993596334	0.830985730915037	0.999856696914365	439.0	0.0	65.0	177.0	240.0	0.0	62.0	100.0
ZNF100	-2.15500419092378	0.418553833943181	0.999856696914365	25.0	0.0	0.0	16.0	0.0	0.0	75.0	41.0
TVP23BP1	5.73323606231842	1	1	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0
GPR1	5.24309525373075	1	1	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0
MIR3180-5	-5.71781613173975	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0
GPR4	7.10100109385388	0.0359507725117445	1	0.0	66.0	73.0	0.0	0.0	0.0	0.0	0.0
TYW1B	21.8150520345393	1	1	0.0	0.0	0.0	175.0	0.0	0.0	0.0	0.0
GPR3	-9.53412621941084	0.00061538867002334	0.051302621249248	0.0	0.0	0.0	0.0	0.0	241.0	0.0	105.0
GPR6	21.1221246491054	1	1	0.0	0.0	0.0	104.0	0.0	0.0	0.0	0.0
USP17L2	4.50596556297207	1	1	0.0	97.0	0.0	1.0	1.0	0.0	1.0	0.0
THSD1P1	-7.54705345113223	0.0258527012495143	1	0.0	0.0	0.0	0.0	0.0	15.0	65.0	0.0
VEPH1	21.2582521697481	1	1	112.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC007461.2	-21.5182269799067	1	1	0.0	0.0	0.0	0.0	0.0	0.0	138.0	1.0
CLEC4M	1.94919312884771	0.434538257040905	0.999856696914365	129.0	98.0	0.0	70.0	0.0	0.0	0.0	52.0
CTNND2	6.16785979353433	0.0686339976833056	1	0.0	43.0	0.0	50.0	0.0	0.0	0.0	0.0
CTNND1	0.0831615508002565	0.925110693936247	0.999856696914365	442.0	1435.0	517.0	617.0	706.0	227.0	437.0	447.0
CDH9	-6.80716345114731	1	1	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0
CDH8	-0.814936127173979	0.782206438690827	0.999856696914365	0.0	183.0	0.0	0.0	137.0	27.0	0.0	0.0
CDH7	5.01457751360303	0.138941149107428	1	34.0	0.0	0.0	24.0	1.0	0.0	0.0	0.0
CDH6	0.448333364717247	0.79040983308799	0.999856696914365	93.0	129.0	100.0	22.0	1.0	0.0	68.0	103.0
CDH5	-0.703592365258873	0.808347953726273	0.999856696914365	0.0	0.0	69.0	84.0	0.0	177.0	0.0	0.0
CDH4	-2.54617933142607	1	1	0.0	0.0	0.0	9.0	0.0	31.0	0.0	0.0
CDH3	0.902810971349325	0.731863398504685	0.999856696914365	1.0	340.0	0.0	85.0	0.0	101.0	0.0	0.0
CDH2	7.18513475658653	0.0330089416913144	0.385680489322334	0.0	0.0	79.0	46.0	0.0	0.0	0.0	0.0
APMAP	0.336943191700886	0.819520448675406	0.999856696914365	228.0	416.0	117.0	47.0	0.0	188.0	95.0	75.0
CDH1	0.155796873234169	0.940229940654061	0.999856696914365	0.0	218.0	0.0	44.0	1.0	53.0	10.0	49.0
RPTN	-0.95462743764047	1	1	0.0	0.0	0.0	57.0	0.0	65.0	0.0	0.0
RPS9	0.0949385641736126	0.907195866577911	0.999856696914365	24471.0	31044.0	14036.0	29198.0	14334.0	11307.0	14209.0	20589.0
RPS7	-0.066164652499915	0.935998969816661	0.999856696914365	2336.0	4416.0	1836.0	3123.0	3141.0	1561.0	1633.0	1662.0
RPS8	-0.945837481734603	0.319361985801123	0.999856696914365	92.0	520.0	248.0	162.0	352.0	261.0	350.0	279.0
RPS5	0.452592132862114	0.574906603567247	0.999856696914365	9762.0	13930.0	5423.0	8691.0	4036.0	4139.0	4154.0	5223.0
LOC284865	3.93912445892392	0.246939663990376	1	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0
GPT2	-2.43679746258424	0.277891866328914	0.999856696914365	160.0	0.0	1.0	0.0	0.0	109.0	334.0	99.0
RPS6	0.0513791130323521	0.949962881502011	0.999856696914365	13472.0	15057.0	6998.0	17065.0	10097.0	6778.0	6191.0	10713.0
RPSA	0.617070048044901	0.5512572797143	0.999856696914365	1099.0	635.0	285.0	479.0	51.0	256.0	313.0	417.0
CLEC4A	4.38889078917744	0.196384005690533	1	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0
CLEC4C	5.95012277756076	1	1	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0
CLEC4D	4.6060092002245	0.174907723183892	1	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0
CLEC4E	0.549990333020312	0.800775484477159	0.999856696914365	124.0	50.0	56.0	65.0	0.0	0.0	121.0	0.0
CLEC4G	4.80881058688018	0.0323398237423547	0.380756699278073	359.0	251.0	0.0	1068.0	0.0	0.0	33.0	0.0
TMPO-AS1	-1.42196395275036	0.632364757809623	0.999856696914365	0.0	0.0	0.0	81.0	0.0	0.0	71.0	69.0
LSMEM1	1.86427906502248	1	1	0.0	0.0	0.0	64.0	0.0	0.0	0.0	13.0
HOTAIRM1	4.06706184835611	0.0312255246737229	0.371079147786938	2.0	245.0	111.0	285.0	0.0	1.0	0.0	26.0
JMJD1C-AS1	-8.39115047828816	0.00179184512041408	0.0846019979379127	1.0	0.0	0.0	0.0	0.0	203.0	38.0	0.0
CLEC7A	5.89729020651138	0.0348327605455224	0.403919873752521	136.0	0.0	0.0	33.0	1.0	0.0	0.0	1.0
IPO11-LRRC70	2.23332474115346	0.374535173535725	0.999856696914365	0.0	46.0	114.0	89.0	0.0	36.0	0.0	0.0
MPDU1	-0.637044648963603	0.549382972260429	0.999856696914365	1907.0	981.0	1448.0	116.0	1861.0	1051.0	959.0	1281.0
LOC284889	1.33090348409825	1	1	1.0	0.0	2.0	778.0	0.0	182.0	0.0	1.0
CDK9	2.2204413045549	0.12832240640738	0.999856696914365	44.0	670.0	679.0	814.0	2.0	82.0	4.0	258.0
CDK8	1.05688836869397	0.659720296342316	0.999856696914365	0.0	0.0	28.0	182.0	1.0	0.0	39.0	28.0
CDK7	2.46454061800278	0.355348999036158	0.999856696914365	150.0	0.0	0.0	71.0	2.0	0.0	22.0	0.0
CDK6	-2.06558277188578	0.207528979753622	0.999856696914365	0.0	71.0	52.0	99.0	1.0	218.0	151.0	224.0
CDK5	0.382952258820044	0.766338460243076	0.999856696914365	287.0	144.0	8.0	346.0	159.0	9.0	85.0	155.0
CDK4	-1.49903517237666	0.152551501643464	0.999856696914365	52.0	316.0	75.0	56.0	183.0	162.0	84.0	430.0
CDK3	0.384095515113557	0.808445084536718	0.999856696914365	197.0	74.0	236.0	31.0	14.0	0.0	135.0	170.0
CDK2	-0.707575034723102	0.710355410611195	0.999856696914365	0.0	60.0	154.0	39.0	136.0	11.0	0.0	226.0
CDK1	6.38090208023964	0.0595620582486456	1	0.0	31.0	0.0	71.0	0.0	0.0	0.0	0.0
LOC729999	-0.599500268683735	1	1	0.0	94.0	0.0	0.0	0.0	58.0	0.0	0.0
LOC729998	-0.434464758971802	0.679885416556435	0.999856696914365	1141.0	1598.0	926.0	84.0	1406.0	474.0	768.0	791.0
WRAP53	-0.495703239725319	0.784863958183015	0.999856696914365	494.0	199.0	195.0	0.0	336.0	0.0	385.0	155.0
TCAM1P	-6.47937283337324	1	1	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0
PTPN21	-0.499408988152615	0.758780592182611	0.999856696914365	51.0	46.0	71.0	249.0	421.0	25.0	0.0	24.0
PTPN22	-0.0508341989716624	0.984731252752156	0.999856696914365	0.0	157.0	0.0	43.0	0.0	0.0	5.0	110.0
PTPN23	1.11738541071682	0.433129360635532	0.999856696914365	628.0	216.0	315.0	509.0	276.0	0.0	203.0	77.0
LOC729960	-0.270021579307205	0.855284578502333	0.999856696914365	97.0	88.0	81.0	278.0	0.0	188.0	140.0	80.0
LOC644554	4.45401048654977	1	1	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0
CLEC1B	6.86627776286784	0.0425675896241284	1	0.0	44.0	0.0	99.0	0.0	0.0	0.0	0.0
LOC729966	-0.854086449844628	0.372254919961408	0.999856696914365	261.0	643.0	156.0	112.0	188.0	398.0	279.0	370.0
TAPT1	-2.54838338240705	0.241387258658363	0.999856696914365	0.0	62.0	0.0	19.0	171.0	75.0	0.0	11.0
GPX2	-0.303450743380961	0.787695385920966	0.999856696914365	2158.0	3104.0	2972.0	97.0	2687.0	2139.0	855.0	1694.0
GPX1	1.45585288769036	0.132585470267245	0.999856696914365	4257.0	10693.0	3062.0	22898.0	3126.0	1455.0	1840.0	3378.0
GPX4	-0.0923660265912911	0.912060293125307	0.999856696914365	1754.0	3150.0	1017.0	1426.0	969.0	1346.0	974.0	1570.0
GPX3	-0.432350203178554	0.684717386855351	0.999856696914365	257.0	959.0	712.0	114.0	931.0	260.0	177.0	637.0
LIX1L	2.0674945725818	0.0952478175458402	0.909017479535288	61.0	306.0	107.0	1335.0	84.0	48.0	117.0	20.0
GPX5	4.43620148767736	0.19154589353211	1	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0
GPX8	-1.27960798378743	1	1	0.0	0.0	25.0	0.0	0.0	52.0	0.0	0.0
GPX7	0.0950894128155517	0.97685104085771	1	0.0	24.0	0.0	0.0	0.0	0.0	9.0	0.0
HK2P1	6.75404121247481	1	1	114.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
YDJC	0.364642076972869	0.799096084830683	0.999856696914365	270.0	1238.0	258.0	515.0	0.0	312.0	317.0	363.0
WRAP73	1.94020591424158	0.348897968270603	0.999856696914365	407.0	404.0	0.0	248.0	0.0	35.0	0.0	139.0
AC009299.3	-0.261016686496929	0.923816758108643	0.999856696914365	0.0	0.0	74.0	0.0	0.0	21.0	39.0	19.0
LOC729973	-6.04166928659765	0.00579899165998874	0.141487214504911	1.0	1.0	1.0	0.0	6.0	100.0	0.0	20.0
LOC284837	0.583314954119274	0.812289246518783	0.999856696914365	0.0	223.0	0.0	472.0	171.0	116.0	0.0	0.0
CLEC2L	1.70998162859464	1	1	0.0	0.0	0.0	106.0	0.0	0.0	0.0	24.0
CDNF	0.0459430448643762	1	1	0.0	0.0	0.0	39.0	0.0	0.0	0.0	28.0
NDNF	5.09877165927077	1	1	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0
CLEC3B	-0.770407963954247	0.562265376734131	0.999856696914365	391.0	547.0	118.0	286.0	708.0	1.0	485.0	262.0
HIRIP3	2.4685048253812	0.0658345260753922	0.693116311816572	396.0	570.0	194.0	164.0	79.0	0.0	47.0	31.0
LOC729945	6.61610228466908	0.0507286205620855	1	0.0	113.0	21.0	0.0	0.0	0.0	0.0	0.0
LOC343508	-24.2839260093855	8.50177090864646e-20	8.87428629666374e-16	0.0	0.0	0.0	0.0	703.0	158.0	0.0	0.0
PTPN18	-0.00738443049593987	0.993062301393069	0.999856696914365	988.0	2134.0	1242.0	2239.0	932.0	1166.0	908.0	1344.0
AHNAK2	-1.18098830740023	0.511990261570858	0.999856696914365	0.0	74.0	75.0	169.0	0.0	123.0	150.0	205.0
PTPN11	1.35250916717884	0.371616889386666	0.999856696914365	388.0	595.0	18.0	738.0	0.0	64.0	112.0	232.0
PTPN12	0.626460296093704	0.803139768382742	0.999856696914365	0.0	113.0	0.0	284.0	0.0	23.0	0.0	145.0
PTPN13	0.17680760175198	0.933798051792485	0.999856696914365	0.0	150.0	6.0	41.0	1.0	34.0	44.0	0.0
PTPN14	0.365902627935736	0.840594947361928	0.999856696914365	285.0	378.0	178.0	86.0	0.0	0.0	341.0	77.0
CLEC2A	4.70903746342159	1	1	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0
CLEC2B	-1.57000856683168	0.420506675116344	0.999856696914365	25.0	13.0	92.0	0.0	263.0	0.0	83.0	13.0
LOC644563	-0.786818284128621	1	1	0.0	5.0	72.0	0.0	3.0	2.0	103.0	0.0
CCDC137P	6.39230476787743	0.0591060655325071	1	0.0	87.0	0.0	33.0	0.0	0.0	0.0	0.0
FOLR4	-7.83393100317358	1	1	0.0	0.0	0.0	0.0	0.0	99.0	0.0	1.0
FOLR3	0.83466603791925	1	1	0.0	0.0	126.0	0.0	80.0	0.0	0.0	0.0
CDO1	-8.64869135161296	0.00406858054614844	0.118995228912088	0.0	0.0	0.0	0.0	205.0	20.0	0.0	0.0
FOLR2	-0.642962920028062	0.797140101767211	0.999856696914365	0.0	194.0	71.0	0.0	0.0	52.0	0.0	210.0
CLEC2D	3.09298113743584	0.222624271348719	0.999856696914365	36.0	0.0	47.0	125.0	0.0	0.0	0.0	20.0
FOLR1	1.8716144076232	0.478672509652829	0.999856696914365	0.0	148.0	103.0	2.0	0.0	41.0	0.0	0.0
HNRNPCP4	5.80476685312379	1	1	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0
RNASEH1-AS1	-1.20117902795428	1	1	0.0	122.0	0.0	0.0	0.0	0.0	0.0	144.0
HNRNPCP9	5.88723469449971	1	1	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0
METTL7AP1	-6.35079284416545	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0
HNRNPCP2	-0.12661447824659	0.949257041736018	0.999856696914365	2.0	81.0	0.0	50.0	6.0	2.0	59.0	3.0
SMARCE1P5	-21.4341099370612	1	1	0.0	0.0	0.0	0.0	0.0	0.0	87.0	0.0
SMARCE1P6	3.75873936102122	0.269599750598854	1	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
FAM65C	-0.429348060275079	0.845491847160893	0.999856696914365	0.0	500.0	17.0	0.0	0.0	160.0	65.0	84.0
FAM65B	0.210338831142363	0.837275938611679	0.999856696914365	649.0	1107.0	168.0	1377.0	464.0	143.0	258.0	1002.0
FAM65A	0.532684797065831	0.586019322268106	0.999856696914365	542.0	2020.0	533.0	2027.0	894.0	161.0	376.0	896.0
KIFAP3	-0.182047968774753	0.904568868004192	0.999856696914365	69.0	56.0	37.0	213.0	0.0	109.0	101.0	49.0
CDON	-1.8867757714618	0.320934202618542	0.999856696914365	0.0	0.0	34.0	33.0	70.0	9.0	84.0	39.0
MRPS18B	-1.80040426356677	0.0713405918998864	0.73816435926928	59.0	414.0	58.0	218.0	685.0	196.0	261.0	439.0
MRPS18A	-0.281763605267742	0.844903459540139	0.999856696914365	394.0	562.0	353.0	124.0	631.0	263.0	0.0	359.0
MRPS18C	0.700336646508343	1	1	54.0	61.0	108.0	67.0	1.0	0.0	1.0	145.0
LOC644462	-1.58031762980394	1	1	16.0	7.0	1.0	1.0	3.0	0.0	0.0	50.0
CEP57L1	-1.18652954969192	0.65000264838515	0.999856696914365	0.0	18.0	26.0	55.0	0.0	0.0	0.0	178.0
LOC101060280	21.6153200990027	1	1	145.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRYZL1	0.331843165544924	0.906121601348775	0.999856696914365	25.0	94.0	0.0	0.0	0.0	0.0	29.0	16.0
FAM64A	6.2407661005639	0.0654090299041205	1	0.0	75.0	0.0	32.0	0.0	0.0	0.0	0.0
AURKAIP1	-0.0739781364083983	0.933025822318396	0.999856696914365	3730.0	5541.0	2068.0	1747.0	1262.0	2696.0	2054.0	2451.0
CDS1	1.63706288634568	0.371280747050155	0.999856696914365	66.0	347.0	13.0	222.0	0.0	33.0	69.0	0.0
TWF2	0.492928874188875	0.664066360648653	0.999856696914365	398.0	2810.0	342.0	2833.0	739.0	115.0	325.0	1724.0
TWF1	-0.541039881067942	0.789350898377091	0.999856696914365	284.0	65.0	0.0	1.0	277.0	31.0	0.0	62.0
HM13-AS1	6.35056262024628	1	1	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0
CYP4X1	-21.2818220320422	1	1	0.0	0.0	0.0	0.0	0.0	81.0	0.0	0.0
CMYA5	-0.633650713948966	0.754692311116667	0.999856696914365	105.0	0.0	151.0	0.0	1.0	45.0	199.0	63.0
RP11-14J7.6	-5.39924188948424	0.112098121124492	1	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0
LOC729900	1.82178337768811	0.487637355647074	0.999856696914365	0.0	97.0	97.0	0.0	16.0	0.0	22.0	0.0
CDR2	1.65680755050689	0.493283471116234	0.999856696914365	244.0	220.0	122.0	0.0	0.0	0.0	0.0	137.0
CDR1	21.0098113147432	1	1	93.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDT1	-4.37068946537443	0.0391203981787138	0.44914854327301	0.0	0.0	0.0	49.0	1.0	125.0	98.0	467.0
CDSN	-2.07814378785405	1	1	55.0	0.0	0.0	0.0	0.0	0.0	0.0	178.0
GADD45B	-0.898068443267425	0.359240403548663	0.999856696914365	380.0	505.0	177.0	196.0	793.0	139.0	410.0	188.0
GADD45A	0.219046800885809	0.904342867030928	0.999856696914365	0.0	169.0	1.0	565.0	6.0	48.0	230.0	71.0
LRP2BP	1.72473906647943	1	1	68.0	95.0	50.0	81.0	0.0	0.0	0.0	65.0
GADD45G	-0.0629120437065506	0.958559978732052	0.999856696914365	836.0	318.0	430.0	605.0	548.0	627.0	7.0	471.0
FAM66C	1.08354660818693	1	1	0.0	0.0	0.0	220.0	0.0	0.0	0.0	77.0
LOC101060264	3.85175012586184	0.257742204347188	1	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0
LOC729911	21.4382869028691	1	1	0.0	191.0	0.0	0.0	0.0	0.0	0.0	0.0
CDS2	2.31089661318923	0.0325299207008165	0.381695439334262	284.0	537.0	342.0	356.0	145.0	29.0	9.0	40.0
FAM69B	0.580732846781703	1	1	1.0	465.0	2.0	0.0	0.0	120.0	7.0	1.0
VLDLR	-0.893792334000144	0.722309725872932	0.999856696914365	0.0	259.0	0.0	0.0	153.0	0.0	32.0	59.0
PP2D1	4.80519547292917	1	1	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0
LOC101060254	3.65931629870411	0.282685807192381	1	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
RP11-222A5.1	20.9367013205068	1	1	0.0	0.0	0.0	91.0	0.0	0.0	0.0	0.0
CDV3	0.988492620811869	0.273034060648711	0.999856696914365	644.0	1781.0	545.0	1932.0	350.0	253.0	351.0	620.0
MIR25	-8.39425072128704	0.0023646787935514	0.0929345637215628	0.0	0.0	0.0	0.0	1.0	0.0	36.0	138.0
USP17L14P	4.37352482032796	0.197974605743851	1	0.0	31.0	1.0	0.0	0.0	0.0	0.0	0.0
CRYZP1	-6.31868170912402	1	1	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0
LOC402360	5.27702775530589	1	1	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0
ACTR3BP3	5.20402639794835	1	1	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0
ACTR3BP4	5.72926271241412	1	1	0.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0
ACTR3BP5	4.74919031013312	1	1	81.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0
PTCHD1	6.02765052904811	1	1	104.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PTCHD2	7.04704623489667	0.0373884212084292	1	0.0	150.0	0.0	43.0	0.0	0.0	0.0	0.0
CTNNA1	0.822291547465806	0.607880701178018	0.999856696914365	119.0	383.0	42.0	894.0	0.0	168.0	12.0	336.0
EBLN2	4.18437988202473	1	1	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0
EBLN1	5.34258863814022	1	1	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0
PTCHD3	1.48219463857763	1	1	0.0	0.0	0.0	128.0	1.0	0.0	0.0	33.0
CTNNA3	0.907306896967114	0.726958528354156	0.999856696914365	0.0	72.0	88.0	24.0	0.0	0.0	0.0	80.0
CILP2	-0.556557563708848	1	1	0.0	0.0	54.0	0.0	0.0	0.0	0.0	86.0
OR6E1P	-6.44084743474138	1	1	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0
CTNNA2	-8.54115989901107	1	1	0.0	0.0	0.0	0.0	1.0	0.0	157.0	1.0
VN1R111P	5.09877165927077	1	1	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0
GDF10	-0.634448189229199	1	1	0.0	123.0	0.0	0.0	0.0	0.0	0.0	98.0
GDF11	0.162859169732008	0.94095533184964	0.999856696914365	201.0	0.0	0.0	76.0	0.0	42.0	37.0	87.0
DMRT1	21.3902276711748	1	1	0.0	0.0	0.0	128.0	0.0	0.0	0.0	0.0
CDX2	-0.256807307248146	0.790157515964683	0.999856696914365	1071.0	994.0	1363.0	266.0	827.0	787.0	595.0	1036.0
DMRT2	-6.71520340200426	1	1	0.0	0.0	0.0	0.0	1.0	0.0	44.0	0.0
CDX1	-0.271871426691836	0.802840514318063	0.999856696914365	1834.0	1540.0	1392.0	86.0	1784.0	943.0	534.0	961.0
GDF15	1.1609693400282	1	1	0.0	0.0	156.0	0.0	0.0	1.0	52.0	7.0
DMRT3	4.90257542013922	1	1	0.0	79.0	0.0	0.0	0.0	0.0	0.0	1.0
GNAQP1	6.7660397065663	1	1	114.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
FLJ37035	5.04986262172903	1	1	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0
POU6F2-AS2	6.86669440853153	0.0210641937197091	1	0.0	52.0	38.0	38.0	0.0	0.0	0.0	0.0
LOC101060224	-6.02927251866026	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0
CTNNB1	-0.427589885107876	0.632958485700061	0.999856696914365	593.0	1513.0	370.0	1259.0	857.0	394.0	1002.0	834.0
SERHL2	0.638405619459705	1	1	0.0	0.0	29.0	0.0	0.0	16.0	0.0	0.0
SCGB1D5P	4.93838811549938	1	1	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0
LOC392529	1.76078271260743	1	1	208.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0
NMNAT1P4	5.40819379396576	1	1	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100533848	5.75747581494339	1	1	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0
LOC102467080	-21.2646057207621	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.0
LOC100533845	-2.29529098152051	1	1	0.0	39.0	0.0	0.0	103.0	0.0	0.0	0.0
MRPS33P4	5.7122303551917	1	1	0.0	84.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100533846	-5.66727832519848	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0
LOC100533843	4.98018634674266	1	1	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0
LOC100533842	5.37428450473524	1	1	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0
SLX1B	4.4515598416207	0.121072814652895	1	40.0	5.0	9.0	5.0	2.0	0.0	0.0	0.0
APLP2	0.628835281130556	1	1	0.0	175.0	0.0	1.0	0.0	2.0	0.0	56.0
APLP1	8.08404540663846	0.00716108841774143	0.156153148339844	184.0	0.0	0.0	111.0	0.0	0.0	0.0	0.0
SMIM2-AS1	0.153684796552888	0.960882258322457	0.999856696914365	0.0	0.0	77.0	0.0	0.0	0.0	27.0	40.0
MPEG1	1.46440022901015	0.30534577422582	0.999856696914365	161.0	546.0	314.0	337.0	0.0	164.0	89.0	38.0
DHX9P1	-3.81599630761227	0.189996704833242	0.999856696914365	0.0	23.0	0.0	0.0	0.0	0.0	60.0	90.0
PHOSPHO1	0.942239272251538	0.63303179826824	0.999856696914365	71.0	907.0	0.0	452.0	291.0	0.0	1.0	165.0
PHOSPHO2	5.81153281616517	1	1	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0
FOLH1	0.0126523927479161	0.996944740509391	1	0.0	15.0	0.0	0.0	0.0	0.0	6.0	0.0
APLNR	0.64663571340843	0.747388280621079	0.999856696914365	445.0	177.0	0.0	28.0	1.0	0.0	88.0	174.0
SLX1A	1.78206177369239	0.596524560866124	1	1.0	13.0	0.0	4.0	0.0	0.0	0.0	3.0
ZFP36L2	0.130688566048829	0.895985075948143	0.999856696914365	147.0	2140.0	584.0	1228.0	471.0	565.0	634.0	530.0
ZFP36L1	-0.0906909084402801	0.932149855400104	0.999856696914365	392.0	613.0	72.0	1371.0	590.0	169.0	482.0	418.0
MYCNOS	6.96015891766606	0.0398065689269304	1	0.0	113.0	0.0	60.0	0.0	0.0	0.0	0.0
